mmsi,geartype,secondary geartype,length,tonnage,country
412437118,Fishing vessel,Fishing vessel,,,CHN
412437119,Fishing vessel,Fishing vessel,,,CHN
412437124,Fishing vessel,Fishing vessel,,,CHN
412437126,Fishing vessel,Fishing vessel,,,CHN
412437131,Fishing vessel,Fishing vessel,,,CHN
412437138,Fishing vessel,Fishing vessel,,,CHN
412437148,Fishing vessel,Fishing vessel,,,CHN
412437154,Fishing vessel,Fishing vessel,,,CHN
412437161,Fishing vessel,Fishing vessel,,,CHN
412437165,Fishing vessel,Fishing vessel,,,CHN
412437167,Fishing vessel,Fishing vessel,,,CHN
412437168,Fishing vessel,Fishing vessel,,,CHN
412437172,Fishing vessel,Fishing vessel,,,CHN
412437185,Fishing vessel,Fishing vessel,,,CHN
412437186,Fishing vessel,Fishing vessel,,,CHN
412437196,Fishing vessel,Fishing vessel,,,CHN
412437202,Fishing vessel,Fishing vessel,,,CHN
412437216,Fishing vessel,Fishing vessel,,,CHN
412437219,Fishing vessel,Fishing vessel,,,CHN
412437223,Fishing vessel,Fishing vessel,,,CHN
412437225,Fishing vessel,Fishing vessel,,,CHN
412437226,Fishing vessel,Fishing vessel,,,CHN
412437227,Fishing vessel,Fishing vessel,,,CHN
412437237,Fishing vessel,Fishing vessel,,,CHN
412437243,Fishing vessel,Fishing vessel,,,CHN
412437257,Fishing vessel,Fishing vessel,,,CHN
412437264,Fishing vessel,Fishing vessel,,,CHN
412437273,Fishing vessel,Fishing vessel,,,CHN
412437274,Fishing vessel,Fishing vessel,,,CHN
412437282,Fishing vessel,Fishing vessel,,,CHN
412437283,Fishing vessel,Fishing vessel,,,CHN
412437285,Fishing vessel,Fishing vessel,,,CHN
412437293,Fishing vessel,Fishing vessel,,,CHN
412437312,Fishing vessel,Fishing vessel,,,CHN
412437324,Fishing vessel,Fishing vessel,,,CHN
412437329,Fishing vessel,Fishing vessel,,,CHN
412437331,Fishing vessel,Fishing vessel,,,CHN
412437342,Fishing vessel,Fishing vessel,,,CHN
412437345,Fishing vessel,Fishing vessel,,,CHN
412437351,Fishing vessel,Fishing vessel,,,CHN
412437353,Fishing vessel,Fishing vessel,,,CHN
412437356,Fishing vessel,Fishing vessel,,,CHN
412437358,Fishing vessel,Fishing vessel,,,CHN
412437359,Fishing vessel,Fishing vessel,,,CHN
412437365,Fishing vessel,Fishing vessel,,,CHN
412437366,Fishing vessel,Fishing vessel,,,CHN
412437386,Fishing vessel,Fishing vessel,,,CHN
412437388,Fishing vessel,Fishing vessel,,,CHN
412437391,Fishing vessel,Fishing vessel,,,CHN
412437403,Fishing vessel,Fishing vessel,,,CHN
412437405,Fishing vessel,Fishing vessel,,,CHN
412437413,Fishing vessel,Fishing vessel,,,CHN
412437418,Fishing vessel,Fishing vessel,,,CHN
412437423,Fishing vessel,Fishing vessel,,,CHN
412437425,Fishing vessel,Fishing vessel,,,CHN
412437432,Fishing vessel,Fishing vessel,,,CHN
412437436,Fishing vessel,Fishing vessel,,,CHN
412437437,Fishing vessel,Fishing vessel,,,CHN
412437439,Fishing vessel,Fishing vessel,,,CHN
412437442,Fishing vessel,Fishing vessel,,,CHN
412437494,Fishing vessel,Fishing vessel,,,CHN
412437507,Fishing vessel,Fishing vessel,,,CHN
412437511,Fishing vessel,Fishing vessel,,,CHN
412437513,Fishing vessel,Fishing vessel,,,CHN
412437524,Fishing vessel,Fishing vessel,,,CHN
412437527,Fishing vessel,Fishing vessel,,,CHN
412437542,Fishing vessel,Fishing vessel,,,CHN
412437549,Fishing vessel,Fishing vessel,,,CHN
412437552,Fishing vessel,Fishing vessel,,,CHN
412437553,Fishing vessel,Fishing vessel,,,CHN
412437557,Fishing vessel,Fishing vessel,,,CHN
412437558,Fishing vessel,Fishing vessel,,,CHN
412437563,Fishing vessel,Fishing vessel,,,CHN
412437573,Fishing vessel,Fishing vessel,,,CHN
412437576,Fishing vessel,Fishing vessel,,,CHN
412437577,Fishing vessel,Fishing vessel,,,CHN
412437587,Fishing vessel,Fishing vessel,,,CHN
412437588,Fishing vessel,Fishing vessel,,,CHN
412437592,Fishing vessel,Fishing vessel,,,CHN
412437605,Fishing vessel,Fishing vessel,,,CHN
412437644,Fishing vessel,Fishing vessel,,,CHN
412437645,Fishing vessel,Fishing vessel,,,CHN
412437656,Fishing vessel,Fishing vessel,,,CHN
412437670,Fishing vessel,Fishing vessel,,,CHN
412437671,Fishing vessel,Fishing vessel,,,CHN
412437703,Fishing vessel,Fishing vessel,,,CHN
412437705,Fishing vessel,Fishing vessel,,,CHN
412437717,Fishing vessel,Fishing vessel,,,CHN
412437727,Fishing vessel,Fishing vessel,,,CHN
412437731,Fishing vessel,Fishing vessel,,,CHN
412437741,Fishing vessel,Fishing vessel,,,CHN
412437751,Fishing vessel,Fishing vessel,,,CHN
412437752,Fishing vessel,Fishing vessel,,,CHN
412437756,Fishing vessel,Fishing vessel,,,CHN
412437764,Fishing vessel,Fishing vessel,,,CHN
412437774,Fishing vessel,Fishing vessel,,,CHN
412437777,Fishing vessel,Fishing vessel,,,CHN
412437783,Fishing vessel,Fishing vessel,,,CHN
412437785,Fishing vessel,Fishing vessel,,,CHN
412437787,Fishing vessel,Fishing vessel,,,CHN
412437799,Fishing vessel,Fishing vessel,,,CHN
412437802,Fishing vessel,Fishing vessel,,,CHN
412437817,Fishing vessel,Fishing vessel,,,CHN
412437828,Fishing vessel,Fishing vessel,,,CHN
412437864,Fishing vessel,Fishing vessel,,,CHN
412437884,Fishing vessel,Fishing vessel,,,CHN
412437885,Fishing vessel,Fishing vessel,,,CHN
412437886,Fishing vessel,Fishing vessel,,,CHN
412437902,Fishing vessel,Fishing vessel,,,CHN
412437904,Fishing vessel,Fishing vessel,,,CHN
412437909,Fishing vessel,Fishing vessel,,,CHN
412437919,Fishing vessel,Fishing vessel,,,CHN
412437926,Fishing vessel,Fishing vessel,,,CHN
412437927,Fishing vessel,Fishing vessel,,,CHN
412437928,Fishing vessel,Fishing vessel,,,CHN
412437934,Fishing vessel,Fishing vessel,,,CHN
412437944,Fishing vessel,Fishing vessel,,,CHN
412437955,Fishing vessel,Fishing vessel,,,CHN
412437958,Fishing vessel,Fishing vessel,,,CHN
412437959,Fishing vessel,Fishing vessel,,,CHN
412437961,Fishing vessel,Fishing vessel,,,CHN
412437962,Fishing vessel,Fishing vessel,,,CHN
412437972,Fishing vessel,Fishing vessel,,,CHN
412437983,Fishing vessel,Fishing vessel,,,CHN
412437986,Fishing vessel,Fishing vessel,,,CHN
412437988,Fishing vessel,Fishing vessel,,,CHN
412437991,Fishing vessel,Fishing vessel,,,CHN
412437993,Fishing vessel,Fishing vessel,,,CHN
412437997,Fishing vessel,Fishing vessel,,,CHN
412437998,Fishing vessel,Fishing vessel,,,CHN
412437999,Fishing vessel,Fishing vessel,,,CHN
412438023,Fishing vessel,Fishing vessel,,,CHN
412438026,Fishing vessel,Fishing vessel,,,CHN
412438034,Fishing vessel,Fishing vessel,,,CHN
412438037,Fishing vessel,Fishing vessel,,,CHN
412438038,Fishing vessel,Fishing vessel,,,CHN
412438039,Fishing vessel,Fishing vessel,,,CHN
412438049,Fishing vessel,Fishing vessel,,,CHN
412438058,Fishing vessel,Fishing vessel,,,CHN
412438071,Fishing vessel,Fishing vessel,,,CHN
412438075,Fishing vessel,Fishing vessel,,,CHN
412438078,Fishing vessel,Fishing vessel,,,CHN
412438083,Fishing vessel,Fishing vessel,,,CHN
412438094,Fishing vessel,Fishing vessel,,,CHN
412438097,Fishing vessel,Fishing vessel,,,CHN
412438109,Fishing vessel,Fishing vessel,,,CHN
412438119,Fishing vessel,Fishing vessel,,,CHN
412438120,Fishing vessel,Fishing vessel,,,CHN
412438123,Fishing vessel,Fishing vessel,,,CHN
412438147,Fishing vessel,Fishing vessel,,,CHN
412438148,Fishing vessel,Fishing vessel,,,CHN
412438155,Fishing vessel,Fishing vessel,,,CHN
412438157,Fishing vessel,Fishing vessel,,,CHN
412438164,Fishing vessel,Fishing vessel,,,CHN
412438166,Fishing vessel,Fishing vessel,,,CHN
412438171,Fishing vessel,Fishing vessel,,,CHN
412438178,Fishing vessel,Fishing vessel,,,CHN
412438185,Fishing vessel,Fishing vessel,,,CHN
412438192,Fishing vessel,Fishing vessel,,,CHN
412438195,Fishing vessel,Fishing vessel,,,CHN
412438197,Fishing vessel,Fishing vessel,,,CHN
412438199,Fishing vessel,Fishing vessel,,,CHN
412438201,Fishing vessel,Fishing vessel,,,CHN
412438202,Fishing vessel,Fishing vessel,,,CHN
412438203,Fishing vessel,Fishing vessel,,,CHN
412438208,Fishing vessel,Fishing vessel,,,CHN
412438209,Fishing vessel,Fishing vessel,,,CHN
412438220,Fishing vessel,Fishing vessel,,,CHN
412438221,Fishing vessel,Fishing vessel,,,CHN
412438225,Fishing vessel,Fishing vessel,,,CHN
412438226,Fishing vessel,Fishing vessel,,,CHN
412438229,Fishing vessel,Fishing vessel,,,CHN
412438231,Fishing vessel,Fishing vessel,,,CHN
412438235,Fishing vessel,Fishing vessel,,,CHN
412438247,Fishing vessel,Fishing vessel,,,CHN
412438252,Fishing vessel,Fishing vessel,,,CHN
412438259,Fishing vessel,Fishing vessel,,,CHN
412438265,Fishing vessel,Fishing vessel,,,CHN
412438266,Fishing vessel,Fishing vessel,,,CHN
412438269,Fishing vessel,Fishing vessel,,,CHN
412438272,Fishing vessel,Fishing vessel,,,CHN
412438273,Fishing vessel,Fishing vessel,,,CHN
412438274,Fishing vessel,Fishing vessel,,,CHN
412438281,Fishing vessel,Fishing vessel,,,CHN
412438282,Fishing vessel,Fishing vessel,,,CHN
412438285,Fishing vessel,Fishing vessel,,,CHN
412438286,Fishing vessel,Fishing vessel,,,CHN
412438301,Fishing vessel,Fishing vessel,,,CHN
412438311,Fishing vessel,Fishing vessel,,,CHN
412438313,Fishing vessel,Fishing vessel,,,CHN
412438317,Fishing vessel,Fishing vessel,,,CHN
412438324,Fishing vessel,Fishing vessel,,,CHN
412438329,Fishing vessel,Fishing vessel,,,CHN
412438358,Fishing vessel,Fishing vessel,,,CHN
412438359,Fishing vessel,Fishing vessel,,,CHN
412438368,Fishing vessel,Fishing vessel,,,CHN
412438369,Fishing vessel,Fishing vessel,,,CHN
412438371,Fishing vessel,Fishing vessel,,,CHN
412438372,Fishing vessel,Fishing vessel,,,CHN
412438378,Fishing vessel,Fishing vessel,,,CHN
412438384,Fishing vessel,Fishing vessel,,,CHN
412438397,Fishing vessel,Fishing vessel,,,CHN
412438402,Fishing vessel,Fishing vessel,,,CHN
412438419,Fishing vessel,Fishing vessel,,,CHN
412438426,Fishing vessel,Fishing vessel,,,CHN
412438435,Fishing vessel,Fishing vessel,,,CHN
412438444,Fishing vessel,Fishing vessel,,,CHN
412438451,Fishing vessel,Fishing vessel,,,CHN
412438452,Fishing vessel,Fishing vessel,,,CHN
412438456,Fishing vessel,Fishing vessel,,,CHN
412438461,Fishing vessel,Fishing vessel,,,CHN
412438463,Fishing vessel,Fishing vessel,,,CHN
412438464,Fishing vessel,Fishing vessel,,,CHN
412438465,Fishing vessel,Fishing vessel,,,CHN
412438474,Fishing vessel,Fishing vessel,,,CHN
412438476,Fishing vessel,Fishing vessel,,,CHN
412438478,Fishing vessel,Fishing vessel,,,CHN
412438481,Fishing vessel,Fishing vessel,,,CHN
412438482,Fishing vessel,Fishing vessel,,,CHN
412438484,Fishing vessel,Fishing vessel,,,CHN
412438485,Fishing vessel,Fishing vessel,,,CHN
412438486,Fishing vessel,Fishing vessel,,,CHN
412438487,Fishing vessel,Fishing vessel,,,CHN
412438489,Fishing vessel,Fishing vessel,,,CHN
412438491,Fishing vessel,Fishing vessel,,,CHN
412438494,Fishing vessel,Fishing vessel,,,CHN
412438495,Fishing vessel,Fishing vessel,,,CHN
412438496,Fishing vessel,Fishing vessel,,,CHN
412438497,Fishing vessel,Fishing vessel,,,CHN
412438501,Fishing vessel,Fishing vessel,,,CHN
412438502,Fishing vessel,Fishing vessel,,,CHN
412438503,Fishing vessel,Fishing vessel,,,CHN
412438508,Fishing vessel,Fishing vessel,,,CHN
412438513,Fishing vessel,Fishing vessel,,,CHN
412438514,Fishing vessel,Fishing vessel,,,CHN
412438515,Fishing vessel,Fishing vessel,,,CHN
412438516,Fishing vessel,Fishing vessel,,,CHN
412438519,Fishing vessel,Fishing vessel,,,CHN
412438522,Fishing vessel,Fishing vessel,,,CHN
412438532,Fishing vessel,Fishing vessel,,,CHN
412438535,Fishing vessel,Fishing vessel,,,CHN
412438551,Fishing vessel,Fishing vessel,,,CHN
412438565,Fishing vessel,Fishing vessel,,,CHN
412438577,Fishing vessel,Fishing vessel,,,CHN
412438581,Fishing vessel,Fishing vessel,,,CHN
412438585,Fishing vessel,Fishing vessel,,,CHN
412438586,Fishing vessel,Fishing vessel,,,CHN
412438587,Fishing vessel,Fishing vessel,,,CHN
412438591,Fishing vessel,Fishing vessel,,,CHN
412438595,Fishing vessel,Fishing vessel,,,CHN
412438596,Fishing vessel,Fishing vessel,,,CHN
412438599,Fishing vessel,Fishing vessel,,,CHN
412438604,Fishing vessel,Fishing vessel,,,CHN
412438605,Fishing vessel,Fishing vessel,,,CHN
412438607,Fishing vessel,Fishing vessel,,,CHN
412438608,Fishing vessel,Fishing vessel,,,CHN
412438609,Fishing vessel,Fishing vessel,,,CHN
412438611,Fishing vessel,Fishing vessel,,,CHN
412438612,Fishing vessel,Fishing vessel,,,CHN
412438615,Fishing vessel,Fishing vessel,,,CHN
412438616,Fishing vessel,Fishing vessel,,,CHN
412438617,Fishing vessel,Fishing vessel,,,CHN
412438619,Fishing vessel,Fishing vessel,,,CHN
412438623,Fishing vessel,Fishing vessel,,,CHN
412438624,Fishing vessel,Fishing vessel,,,CHN
412438625,Fishing vessel,Fishing vessel,,,CHN
412438626,Fishing vessel,Fishing vessel,,,CHN
412438627,Fishing vessel,Fishing vessel,,,CHN
412438631,Fishing vessel,Fishing vessel,,,CHN
412438632,Fishing vessel,Fishing vessel,,,CHN
412438641,Fishing vessel,Fishing vessel,,,CHN
412438642,Fishing vessel,Fishing vessel,,,CHN
412438643,Fishing vessel,Fishing vessel,,,CHN
412438645,Fishing vessel,Fishing vessel,,,CHN
412438647,Fishing vessel,Fishing vessel,,,CHN
412438651,Fishing vessel,Fishing vessel,,,CHN
412438652,Fishing vessel,Fishing vessel,,,CHN
412438653,Fishing vessel,Fishing vessel,,,CHN
412438657,Fishing vessel,Fishing vessel,,,CHN
412438658,Fishing vessel,Fishing vessel,,,CHN
412438661,Fishing vessel,Fishing vessel,,,CHN
412438664,Fishing vessel,Fishing vessel,,,CHN
412438672,Fishing vessel,Fishing vessel,,,CHN
412438673,Fishing vessel,Fishing vessel,,,CHN
412438674,Fishing vessel,Fishing vessel,,,CHN
412438675,Fishing vessel,Fishing vessel,,,CHN
412438676,Fishing vessel,Fishing vessel,,,CHN
412438679,Fishing vessel,Fishing vessel,,,CHN
412438688,Fishing vessel,Fishing vessel,,,CHN
412438694,Fishing vessel,Fishing vessel,,,CHN
412438695,Fishing vessel,Fishing vessel,,,CHN
412438699,Fishing vessel,Fishing vessel,,,CHN
412438703,Fishing vessel,Fishing vessel,,,CHN
412438709,Fishing vessel,Fishing vessel,,,CHN
412438714,Fishing vessel,Fishing vessel,,,CHN
412438716,Fishing vessel,Fishing vessel,,,CHN
412438718,Fishing vessel,Fishing vessel,,,CHN
412438719,Fishing vessel,Fishing vessel,,,CHN
412438721,Fishing vessel,Fishing vessel,,,CHN
412438722,Fishing vessel,Fishing vessel,,,CHN
412438724,Fishing vessel,Fishing vessel,,,CHN
412438727,Fishing vessel,Fishing vessel,,,CHN
412438728,Fishing vessel,Fishing vessel,,,CHN
412438729,Fishing vessel,Fishing vessel,,,CHN
412438731,Fishing vessel,Fishing vessel,,,CHN
412438735,Fishing vessel,Fishing vessel,,,CHN
412438737,Fishing vessel,Fishing vessel,,,CHN
412438742,Fishing vessel,Fishing vessel,,,CHN
412438743,Fishing vessel,Fishing vessel,,,CHN
412438746,Fishing vessel,Fishing vessel,,,CHN
412438747,Fishing vessel,Fishing vessel,,,CHN
412438751,Fishing vessel,Fishing vessel,,,CHN
412438752,Fishing vessel,Fishing vessel,,,CHN
412438753,Fishing vessel,Fishing vessel,,,CHN
412438754,Fishing vessel,Fishing vessel,,,CHN
412438758,Fishing vessel,Fishing vessel,,,CHN
412438762,Fishing vessel,Fishing vessel,,,CHN
412438763,Fishing vessel,Fishing vessel,,,CHN
412438765,Fishing vessel,Fishing vessel,,,CHN
412438766,Fishing vessel,Fishing vessel,,,CHN
412438767,Fishing vessel,Fishing vessel,,,CHN
412438768,Fishing vessel,Fishing vessel,,,CHN
412438771,Fishing vessel,Fishing vessel,,,CHN
412438772,Fishing vessel,Fishing vessel,,,CHN
412438777,Fishing vessel,Fishing vessel,,,CHN
412438778,Fishing vessel,Fishing vessel,,,CHN
412438783,Fishing vessel,Fishing vessel,,,CHN
412438785,Fishing vessel,Fishing vessel,,,CHN
412438792,Fishing vessel,Fishing vessel,,,CHN
412438793,Fishing vessel,Fishing vessel,,,CHN
412438794,Fishing vessel,Fishing vessel,,,CHN
412438796,Fishing vessel,Fishing vessel,,,CHN
412438802,Fishing vessel,Fishing vessel,,,CHN
412438804,Fishing vessel,Fishing vessel,,,CHN
412438805,Fishing vessel,Fishing vessel,,,CHN
412438806,Fishing vessel,Fishing vessel,,,CHN
412438807,Fishing vessel,Fishing vessel,,,CHN
412438808,Fishing vessel,Fishing vessel,,,CHN
412438809,Fishing vessel,Fishing vessel,,,CHN
412438813,Fishing vessel,Fishing vessel,,,CHN
412438816,Fishing vessel,Fishing vessel,,,CHN
412438823,Fishing vessel,Fishing vessel,,,CHN
412438824,Fishing vessel,Fishing vessel,,,CHN
412438826,Fishing vessel,Fishing vessel,,,CHN
412438827,Fishing vessel,Fishing vessel,,,CHN
412438828,Fishing vessel,Fishing vessel,,,CHN
412438831,Fishing vessel,Fishing vessel,,,CHN
412438835,Fishing vessel,Fishing vessel,,,CHN
412438838,Fishing vessel,Fishing vessel,,,CHN
412438842,Fishing vessel,Fishing vessel,,,CHN
412438844,Fishing vessel,Fishing vessel,,,CHN
412438846,Fishing vessel,Fishing vessel,,,CHN
412438847,Fishing vessel,Fishing vessel,,,CHN
412438849,Fishing vessel,Fishing vessel,,,CHN
412438851,Fishing vessel,Fishing vessel,,,CHN
412438856,Fishing vessel,Fishing vessel,,,CHN
412438864,Fishing vessel,Fishing vessel,,,CHN
412438865,Fishing vessel,Fishing vessel,,,CHN
412438866,Fishing vessel,Fishing vessel,,,CHN
412438867,Fishing vessel,Fishing vessel,,,CHN
412438868,Fishing vessel,Fishing vessel,,,CHN
412438871,Fishing vessel,Fishing vessel,,,CHN
412438873,Fishing vessel,Fishing vessel,,,CHN
412438875,Fishing vessel,Fishing vessel,,,CHN
412438876,Fishing vessel,Fishing vessel,,,CHN
412438877,Fishing vessel,Fishing vessel,,,CHN
412438879,Fishing vessel,Fishing vessel,,,CHN
412438882,Fishing vessel,Fishing vessel,,,CHN
412438883,Fishing vessel,Fishing vessel,,,CHN
412438887,Fishing vessel,Fishing vessel,,,CHN
412438888,Fishing vessel,Fishing vessel,,,CHN
412438889,Fishing vessel,Fishing vessel,,,CHN
412438897,Fishing vessel,Fishing vessel,,,CHN
412438899,Fishing vessel,Fishing vessel,,,CHN
412438902,Fishing vessel,Fishing vessel,,,CHN
412438905,Fishing vessel,Fishing vessel,,,CHN
412438906,Fishing vessel,Fishing vessel,,,CHN
412438908,Fishing vessel,Fishing vessel,,,CHN
412438909,Fishing vessel,Fishing vessel,,,CHN
412438917,Fishing vessel,Fishing vessel,,,CHN
412438923,Fishing vessel,Fishing vessel,,,CHN
412438926,Fishing vessel,Fishing vessel,,,CHN
412438927,Fishing vessel,Fishing vessel,,,CHN
412438929,Fishing vessel,Fishing vessel,,,CHN
412438931,Fishing vessel,Fishing vessel,,,CHN
412438933,Fishing vessel,Fishing vessel,,,CHN
412438935,Fishing vessel,Fishing vessel,,,CHN
412438936,Fishing vessel,Fishing vessel,,,CHN
412438938,Fishing vessel,Fishing vessel,,,CHN
412438939,Fishing vessel,Fishing vessel,,,CHN
412438944,Fishing vessel,Fishing vessel,,,CHN
412438948,Fishing vessel,Fishing vessel,,,CHN
412438952,Fishing vessel,Fishing vessel,,,CHN
412438953,Fishing vessel,Fishing vessel,,,CHN
412438954,Fishing vessel,Fishing vessel,,,CHN
412438962,Fishing vessel,Fishing vessel,,,CHN
412438963,Fishing vessel,Fishing vessel,,,CHN
412438964,Fishing vessel,Fishing vessel,,,CHN
412438965,Fishing vessel,Fishing vessel,,,CHN
412438972,Fishing vessel,Fishing vessel,,,CHN
412438984,Fishing vessel,Fishing vessel,,,CHN
412438986,Fishing vessel,Fishing vessel,,,CHN
412438989,Fishing vessel,Fishing vessel,,,CHN
412438992,Fishing vessel,Fishing vessel,,,CHN
412438993,Fishing vessel,Fishing vessel,,,CHN
412438996,Fishing vessel,Fishing vessel,,,CHN
412439004,Fishing vessel,Fishing vessel,,,CHN
412439008,Fishing vessel,Fishing vessel,,,CHN
412439011,Fishing vessel,Fishing vessel,,,CHN
412439016,Fishing vessel,Fishing vessel,,,CHN
412439018,Fishing vessel,Fishing vessel,,,CHN
412439019,Fishing vessel,Fishing vessel,,,CHN
412439025,Fishing vessel,Fishing vessel,,,CHN
412439027,Fishing vessel,Fishing vessel,,,CHN
412439028,Fishing vessel,Fishing vessel,,,CHN
412439032,Fishing vessel,Fishing vessel,,,CHN
412439035,Fishing vessel,Fishing vessel,,,CHN
412439046,Fishing vessel,Fishing vessel,,,CHN
412439047,Fishing vessel,Fishing vessel,,,CHN
412439051,Fishing vessel,Fishing vessel,,,CHN
412439054,Fishing vessel,Fishing vessel,,,CHN
